"idPredmet";"vysledek";"zkouskove_otazky";"idClovek";"termin";"datum_terminu";"mistnost";"zacatek";"idClovekPrvniZkousejici";"idClovekDruhyZkousejici";"semestrSplneni"
"1134";"S";"";"3837";"-1";"2002-06-10 00:00:00.0";"";"";"-1";"-1";"4"
"1393";"S";"";"3844";"-1";"2002-06-04 00:00:00.0";"";"";"-1";"-1";"1"
"";"U";"";"3844";"-1";"2004-03-26 00:00:00.0";"";"";"-1";"-1";"6"
"";"U";"";"3844";"-1";"2002-10-29 00:00:00.0";"";"";"-1";"-1";"5"
"8970";"S";"";"3825";"-1";"2002-03-25 00:00:00.0";"";"";"-1";"-1";"1"
"8978";"S";"";"3825";"-1";"2003-03-12 00:00:00.0";"";"";"-1";"-1";"1"
"5795";"S";"";"3825";"-1";"2004-09-25 00:00:00.0";"";"";"-1";"-1";"2"
"1134";"S";"";"3825";"-1";"2005-06-13 00:00:00.0";"";"";"-1";"-1";"4"
"8980";"S";"";"3825";"-1";"2003-07-17 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3825";"-1";"2003-06-13 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"3825";"-1";"2004-04-28 00:00:00.0";"";"";"-1";"-1";"6"
"8891";"S";"";"3824";"-1";"2003-03-31 00:00:00.0";"";"";"-1";"-1";"3"
"";"N";"";"3825";"-1";"";"";"";"-1";"-1";"8"
"";"S";"";"3824";"-1";"2003-05-20 00:00:00.0";"";"";"-1";"-1";"3"
"";"U";"";"3824";"-1";"2003-05-19 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3824";"-1";"2003-12-18 00:00:00.0";"";"";"-1";"-1";"4"
"8980";"S";"";"3824";"-1";"2003-04-24 00:00:00.0";"";"";"-1";"-1";"3"
"8972";"S";"";"3824";"-1";"2003-08-12 00:00:00.0";"";"";"-1";"-1";"4"
"1391";"S";"";"3824";"-1";"2004-09-29 00:00:00.0";"";"";"-1";"-1";"5"
"";"S";"";"3824";"-1";"2005-06-28 00:00:00.0";"";"";"-1";"-1";"7"
"";"S";"";"3845";"-1";"2002-04-08 00:00:00.0";"";"";"-1";"-1";"1"
"1393";"S";"";"3845";"-1";"2002-06-18 00:00:00.0";"";"";"-1";"-1";"1"
"5913";"S";"";"3845";"-1";"2002-06-20 00:00:00.0";"";"";"-1";"-1";"1"
"8970";"S";"";"3845";"-1";"";"";"";"-1";"-1";"3"
"1393";"S";"";"3850";"-1";"2002-04-30 00:00:00.0";"";"";"-1";"-1";"1"
"";"N";"";"3845";"-1";"";"";"";"-1";"-1";"10"
"";"S";"";"3845";"-1";"2005-04-29 00:00:00.0";"";"";"-1";"-1";"8"
"";"S";"";"3845";"-1";"2004-04-28 00:00:00.0";"";"";"-1";"-1";"6"
"8999";"S";"";"3850";"-1";"2003-03-20 00:00:00.0";"";"";"-1";"-1";"3"
"8985";"S";"";"3850";"-1";"2003-03-11 00:00:00.0";"";"";"-1";"-1";"3"
"8966";"S";"";"3850";"-1";"2004-02-24 00:00:00.0";"";"";"-1";"-1";"5"
"";"S";"";"3850";"-1";"2004-06-24 00:00:00.0";"";"";"-1";"-1";"6"
"";"S";"";"3850";"-1";"2005-01-20 00:00:00.0";"";"";"-1";"-1";"7"
"";"N";"";"3850";"-1";"";"";"";"-1";"-1";"9"
"1137";"S";"";"3809";"-1";"2003-01-13 00:00:00.0";"";"";"-1";"-1";"2"
"1393";"S";"";"3809";"-1";"2002-10-31 00:00:00.0";"";"";"-1";"-1";"1"
"8825";"S";"";"3809";"-1";"2002-09-26 00:00:00.0";"";"";"-1";"-1";"2"
"1133";"S";"";"3809";"-1";"2003-03-04 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"3809";"-1";"2003-06-26 00:00:00.0";"";"";"-1";"-1";"3"
