"11";"1386";"false";"true";"";"false"
"11";"1333";"false";"true";"";"false"
"11";"1351";"false";"true";"";"false"
"11";"1362";"false";"true";"";"false"
"11";"1364";"false";"true";"";"false"
"11";"1366";"false";"true";"";"false"
"11";"1323";"false";"true";"";"false"
"11";"1328";"false";"true";"";"false"
"11";"1330";"false";"true";"";"false"
"11";"1331";"false";"true";"";"false"
"11";"1332";"false";"true";"";"false"
"11";"1335";"false";"true";"";"false"
"11";"1337";"false";"true";"";"false"
"11";"1399";"false";"true";"";"false"
"11";"1355";"false";"true";"";"false"
"11";"1357";"false";"true";"";"false"
"11";"1358";"false";"true";"";"false"
"11";"1359";"false";"true";"";"false"
"11";"1383";"false";"true";"";"false"
"11";"1384";"false";"true";"";"false"
"11";"1385";"false";"true";"";"false"
"11";"1387";"false";"true";"";"false"
"11";"1392";"false";"true";"";"false"
"11";"1389";"false";"true";"";"false"
"11";"1390";"false";"true";"";"false"
"11";"1391";"false";"true";"";"false"
"11";"1393";"false";"true";"";"false"
"11";"1395";"false";"true";"";"false"
"11";"1397";"false";"true";"";"false"
"11";"1396";"false";"true";"";"false"
"11";"1251";"false";"true";"";"false"
"11";"1368";"false";"true";"";"false"
"11";"1375";"false";"true";"";"false"
"11";"1377";"false";"true";"";"false"
"11";"1379";"false";"true";"";"false"
"11";"1381";"false";"true";"";"false"
"11";"1336";"false";"true";"";"false"
"11";"1338";"false";"true";"";"false"
"11";"1339";"false";"true";"";"false"
"11";"1340";"false";"true";"";"false"
"11";"1363";"false";"true";"";"false"
"11";"1365";"false";"true";"";"false"
"11";"1367";"false";"true";"";"false"
"11";"1369";"false";"true";"";"false"
"11";"1370";"false";"true";"";"false"
"11";"1371";"false";"true";"";"false"
"11";"1372";"false";"true";"";"false"
"11";"1373";"false";"true";"";"false"
"11";"1374";"false";"true";"";"false"
"11";"1376";"false";"true";"";"false"
"11";"1380";"false";"true";"";"false"
"11";"1382";"false";"true";"";"false"
"11";"1755";"false";"true";"";"false"
"11";"1758";"false";"true";"";"false"
"11";"1760";"false";"true";"";"false"
"11";"1753";"false";"true";"";"false"
"11";"1632";"false";"true";"";"false"
"11";"1728";"false";"true";"";"false"
"11";"1729";"false";"true";"";"false"
"11";"1730";"false";"true";"";"false"
"11";"1732";"false";"true";"";"false"
"11";"1733";"false";"true";"";"false"
"11";"1735";"false";"true";"";"false"
"11";"1736";"false";"true";"";"false"
"11";"1737";"false";"true";"";"false"
"11";"1739";"false";"true";"";"false"
"11";"5440";"false";"true";"";"false"
"11";"1745";"false";"true";"";"false"
"11";"1747";"false";"true";"";"false"
"11";"1748";"false";"true";"";"false"
"11";"1749";"false";"true";"";"false"
"11";"1750";"false";"true";"";"false"
"11";"1752";"false";"true";"";"false"
"11";"1159";"false";"true";"";"false"
"11";"1334";"true";"false";"1";"false"
"11";"1356";"true";"false";"2";"false"
"11";"1801";"true";"false";"3";"false"
"11";"1751";"true";"false";"4";"false"
"11";"1742";"true";"false";"5";"false"
"12";"1133";"false";"false";"";"true"
"12";"1134";"false";"false";"";"true"
"12";"1135";"false";"false";"";"true"
"12";"1136";"false";"false";"";"true"
"12";"1137";"false";"false";"";"true"
"12";"1138";"false";"false";"";"true"
"12";"1139";"false";"false";"";"true"
"12";"1760";"false";"true";"";"false"
"12";"1758";"false";"true";"";"false"
"12";"1386";"false";"true";"";"false"
"12";"1728";"false";"true";"";"false"
"12";"1729";"false";"true";"";"false"
"12";"1730";"false";"true";"";"false"
"12";"1732";"false";"true";"";"false"
"12";"1733";"false";"true";"";"false"
"12";"1735";"false";"true";"";"false"
"12";"1736";"false";"true";"";"false"
"12";"1737";"false";"true";"";"false"
"12";"1739";"false";"true";"";"false"
"12";"5440";"false";"true";"";"false"
"12";"1742";"false";"true";"";"false"
"12";"1745";"false";"true";"";"false"
