1913;26
1943;39
2472;8
140;9
1286;56
1539;27
2012;28
93;29
1999;44
2341;101
2112;41
2021;30
184;42
1922;40
1971;104
1627;34
2047;35
2116;36
2332;61
1803;58
1561;59
2184;45
2162;46
927;47
2215;54
2221;53
109;55
2143;50
2228;49
2304;51
2134;63
2208;48
52;21
11;25
175;19
22;13
30;24
34;23
45;16
59;20
113;15
200;18
1;17
933;2
2403;3
2443;4
2499;7
2419;5
2376;6
2467;11
2391;10
